item;classe;vetor
24;atendimento_procon_procedimentos;[0.23870834708213806, 0.0693478137254715, -0.06810764968395233, 0.06095774099230766, -0.214070126414299, 0.3045060634613037, 0.0734390988945961, 0.24897301197052002, -0.27983221411705017, -0.0008534491062164307, -0.5416452288627625, 0.13234156370162964, 0.05255267769098282, 0.4391123652458191, -0.1965273767709732, -0.2496674805879593, 0.03408476710319519, -0.5455124378204346, -0.3154759109020233, 0.05111844092607498, 0.02794438973069191, 0.08614586293697357, 0.034984804689884186, 0.3296172320842743, 0.3426818251609802, 0.068802110850811, -0.24969398975372314, 0.16451257467269897, -0.20530405640602112, -0.26487138867378235, -0.15116477012634277, -0.04367537051439285, 0.09583859145641327, 0.09412697702646255, 0.10925410687923431, -0.046377889811992645, 0.2138441503047943, -0.5648301839828491, 0.014131622388958931, 0.29552584886550903, 0.2016463577747345, 0.016767263412475586, 0.4376314580440521, -0.24188652634620667, 0.2087467610836029, 0.10768544673919678, 0.07967732846736908, 0.33720719814300537, 0.5188392996788025, -0.22333411872386932, -0.054091185331344604, -0.6485151648521423, -0.17908814549446106, 0.03546037897467613, 0.19919157028198242, 0.03328815847635269, -0.057529814541339874, 0.15386968851089478, -0.1664331555366516, 0.3705013394355774, 0.03981408849358559, 0.10372747480869293, -0.42079633474349976, 0.2759708762168884, 0.29946184158325195, 0.055523671209812164, 0.1645689308643341, -0.2923871874809265, -0.38894668221473694, 0.10670729726552963, -0.07774517685174942, -0.09728555381298065, -0.15002162754535675, -0.24907712638378143, 0.08454179763793945, 0.10157307237386703, 0.08481064438819885, -0.16101142764091492, 0.04018037021160126, -0.2614854574203491, 0.06106043979525566, -0.19055846333503723, -0.285334050655365, 0.06278704106807709, -0.38251203298568726, 0.11614340543746948, -0.21634700894355774, -0.4530612528324127, 0.018778109923005104, -0.033625900745391846, -0.30656567215919495, 0.4697442650794983, 0.16887547075748444, -0.3265998065471649, 0.18198399245738983, -0.19716177880764008, -0.1667591631412506, 0.1467852145433426, -0.22818955779075623, -0.12842586636543274]
25;atendimento_procon_procedimentos;[0.1590932458639145, 0.04864874109625816, -0.044538240879774094, 0.03930367901921272, -0.14668335020542145, 0.20739082992076874, 0.052740853279829025, 0.17583930492401123, -0.1908790022134781, 0.004256362561136484, -0.3755084276199341, 0.09317434579133987, 0.04158680513501167, 0.30170461535453796, -0.13992173969745636, -0.17441534996032715, 0.02438303641974926, -0.379194974899292, -0.21605347096920013, 0.03099014423787594, 0.02307462878525257, 0.05965903401374817, 0.02140936069190502, 0.22866523265838623, 0.23823828995227814, 0.04731328412890434, -0.17015987634658813, 0.11503458768129349, -0.14057917892932892, -0.18140809237957, -0.10129809379577637, -0.03332885354757309, 0.06780622154474258, 0.06290074437856674, 0.07393267750740051, -0.036230381578207016, 0.14872567355632782, -0.3899237811565399, 0.010689784772694111, 0.20500247180461884, 0.13622698187828064, 0.01425394881516695, 0.2980909049510956, -0.1642884761095047, 0.1439121812582016, 0.07595523446798325, 0.05752004683017731, 0.2338157743215561, 0.3532100021839142, -0.1534322202205658, -0.03983437642455101, -0.4508684575557709, -0.11926298588514328, 0.02627701871097088, 0.14075146615505219, 0.022607669234275818, -0.03651057556271553, 0.1042560562491417, -0.11265956610441208, 0.25596776604652405, 0.027499055489897728, 0.07381173223257065, -0.2906550168991089, 0.18449538946151733, 0.21255730092525482, 0.041175637394189835, 0.11536378413438797, -0.2037377953529358, -0.26980701088905334, 0.0709596574306488, -0.05187683179974556, -0.07173044234514236, -0.1012810692191124, -0.1688835173845291, 0.05711724981665611, 0.07113555818796158, 0.05941605940461159, -0.10942256450653076, 0.02423095516860485, -0.17887359857559204, 0.044739242643117905, -0.13225987553596497, -0.19676947593688965, 0.04122959077358246, -0.26003238558769226, 0.08015727996826172, -0.14748835563659668, -0.3116595447063446, 0.011414952576160431, -0.02265801467001438, -0.21105462312698364, 0.3208329975605011, 0.11402192711830139, -0.2234327793121338, 0.12389195710420609, -0.13629774749279022, -0.11527055501937866, 0.10061052441596985, -0.16099552810192108, -0.0909392461180687]
26;atendimento_procon_procedimentos;[0.2575286328792572, 0.07727614790201187, -0.07085637003183365, 0.061799075454473495, -0.23479466140270233, 0.3304162323474884, 0.07383166253566742, 0.27494895458221436, -0.3039292097091675, -0.0027826251462101936, -0.5799742341041565, 0.14356225728988647, 0.058342061936855316, 0.4752175211906433, -0.2149948626756668, -0.2690345048904419, 0.031449683010578156, -0.5851679444313049, -0.33086979389190674, 0.05357245355844498, 0.03429856151342392, 0.09212162345647812, 0.03599362447857857, 0.3626845180988312, 0.3773002326488495, 0.07977619767189026, -0.2731359004974365, 0.17829185724258423, -0.22145500779151917, -0.28309202194213867, -0.16008435189723969, -0.05074562877416611, 0.10360291600227356, 0.10221290588378906, 0.11734435707330704, -0.054429925978183746, 0.23141442239284515, -0.601354718208313, 0.018873659893870354, 0.3170349895954132, 0.21112775802612305, 0.016669252887368202, 0.4765155613422394, -0.25771576166152954, 0.2265402227640152, 0.12020015716552734, 0.08351974189281464, 0.3666292428970337, 0.5544967651367188, -0.2381342500448227, -0.06147964298725128, -0.7076866030693054, -0.19408561289310455, 0.03705960139632225, 0.2150896042585373, 0.03166624531149864, -0.06588565558195114, 0.16806913912296295, -0.17794907093048096, 0.4019702970981598, 0.041629791259765625, 0.12385615706443787, -0.45606744289398193, 0.2896892726421356, 0.3228136897087097, 0.059454988688230515, 0.17962375283241272, -0.3132482171058655, -0.42650488018989563, 0.114597387611866, -0.08112957328557968, -0.10717592388391495, -0.15801453590393066, -0.26543059945106506, 0.09304669499397278, 0.11310291290283203, 0.08832153677940369, -0.17675314843654633, 0.04526997357606888, -0.27774345874786377, 0.07249051332473755, -0.2073453813791275, -0.31002187728881836, 0.06970352679491043, -0.4098968803882599, 0.12646184861660004, -0.23223061859607697, -0.4892376661300659, 0.02115197293460369, -0.04037262499332428, -0.33269813656806946, 0.5053821802139282, 0.17274229228496552, -0.3531511723995209, 0.19241470098495483, -0.2100910097360611, -0.1823384165763855, 0.15972720086574554, -0.24566450715065002, -0.13155271112918854]
27;atendimento_procon_procedimentos;[0.18029063940048218, 0.05113523453474045, -0.05015191063284874, 0.043984122574329376, -0.1668430119752884, 0.22683073580265045, 0.04733064025640488, 0.1899709403514862, -0.2126034051179886, -0.0015567709924653172, -0.4013127088546753, 0.10033726692199707, 0.039886441081762314, 0.3292461037635803, -0.15399298071861267, -0.18527352809906006, 0.02043730393052101, -0.40698158740997314, -0.23041413724422455, 0.03967423364520073, 0.024682972580194473, 0.05988454818725586, 0.019939273595809937, 0.2527894973754883, 0.25765570998191833, 0.055988702923059464, -0.18632976710796356, 0.1285591721534729, -0.15274791419506073, -0.1953655481338501, -0.10951465368270874, -0.03452439606189728, 0.0770425945520401, 0.06812749803066254, 0.07890033721923828, -0.036138903349637985, 0.1571866124868393, -0.4176467955112457, 0.01292739249765873, 0.22305075824260712, 0.14184683561325073, 0.018337858840823174, 0.33101439476013184, -0.17679551243782043, 0.15561972558498383, 0.08291162550449371, 0.05608919635415077, 0.2522394359111786, 0.379807710647583, -0.1664753407239914, -0.04256643354892731, -0.48877784609794617, -0.13960468769073486, 0.024074839428067207, 0.1483592838048935, 0.021741490811109543, -0.04324689134955406, 0.1210717186331749, -0.12370675802230835, 0.2796655297279358, 0.023864103481173515, 0.08518022298812866, -0.31698983907699585, 0.2002251297235489, 0.2227199673652649, 0.037865493446588516, 0.12521293759346008, -0.21516288816928864, -0.29506200551986694, 0.08326401561498642, -0.053114406764507294, -0.07140050828456879, -0.11010069400072098, -0.18622168898582458, 0.06400856375694275, 0.07540950924158096, 0.05654096230864525, -0.1221197247505188, 0.030723728239536285, -0.1881101131439209, 0.049489762634038925, -0.13870084285736084, -0.21927574276924133, 0.04627141356468201, -0.2839803695678711, 0.08715476840734482, -0.15459340810775757, -0.3392423987388611, 0.012766536325216293, -0.0262298583984375, -0.23335681855678558, 0.34864047169685364, 0.11491237580776215, -0.24706155061721802, 0.13381445407867432, -0.14588099718093872, -0.12449733167886734, 0.11317656189203262, -0.16655048727989197, -0.09108157455921173]
28;garantias_conceitos_tipos;[0.20872047543525696, 0.05993250384926796, -0.06212872266769409, 0.05367853492498398, -0.18898513913154602, 0.2686682939529419, 0.05840291455388069, 0.21990780532360077, -0.24531815946102142, -0.00024160150496754795, -0.4721643030643463, 0.11597999185323715, 0.053441453725099564, 0.3912253975868225, -0.17565926909446716, -0.21857771277427673, 0.026643306016921997, -0.47567248344421387, -0.2713926434516907, 0.04316089674830437, 0.02059173211455345, 0.07128357142210007, 0.0296790711581707, 0.29184243083000183, 0.30555659532546997, 0.06084997206926346, -0.2188607156276703, 0.14664706587791443, -0.17418338358402252, -0.2335302084684372, -0.12723799049854279, -0.039843253791332245, 0.08522741496562958, 0.08246120065450668, 0.0951458215713501, -0.04182085767388344, 0.18568459153175354, -0.4951682984828949, 0.013235935010015965, 0.26456916332244873, 0.17123572528362274, 0.01488342322409153, 0.3811017870903015, -0.2115662842988968, 0.18092010915279388, 0.09731210023164749, 0.07147877663373947, 0.30055442452430725, 0.45645588636398315, -0.19245226681232452, -0.04655486345291138, -0.569256067276001, -0.15615400671958923, 0.02987121045589447, 0.17329320311546326, 0.02812827192246914, -0.04706304147839546, 0.1329536885023117, -0.14341995120048523, 0.32543274760246277, 0.0305386483669281, 0.09671742469072342, -0.372723788022995, 0.23910653591156006, 0.2595233917236328, 0.05311199277639389, 0.14723967015743256, -0.2539246380329132, -0.3433828055858612, 0.09051208198070526, -0.06928851455450058, -0.08862020075321198, -0.12976811826229095, -0.22360412776470184, 0.07703191041946411, 0.08586470782756805, 0.07348865270614624, -0.14091844856739044, 0.030341263860464096, -0.23009678721427917, 0.055308882147073746, -0.16788530349731445, -0.25392356514930725, 0.0569564513862133, -0.3311097025871277, 0.09780667722225189, -0.188376322388649, -0.4004131853580475, 0.012204487808048725, -0.0267343632876873, -0.26818180084228516, 0.41385671496391296, 0.14242275059223175, -0.2919403910636902, 0.15723705291748047, -0.17328952252864838, -0.14489483833312988, 0.1293676197528839, -0.20308847725391388, -0.1089821606874466]
29;garantias_conceitos_tipos;[0.36334002017974854, 0.10539618879556656, -0.11038102209568024, 0.08963915705680847, -0.3290274143218994, 0.468095600605011, 0.107826828956604, 0.38644033670425415, -0.4269030690193176, -0.002265563700348139, -0.8319814801216125, 0.20582564175128937, 0.08664268255233765, 0.6759083271026611, -0.30206841230392456, -0.3778216540813446, 0.04681113734841347, -0.8311047554016113, -0.4771824777126312, 0.0749133974313736, 0.038418255746364594, 0.1369110345840454, 0.0566299743950367, 0.5061721205711365, 0.5360286831855774, 0.10652154684066772, -0.39205244183540344, 0.24661967158317566, -0.3112717270851135, -0.4032980501651764, -0.22822800278663635, -0.07192394137382507, 0.14893174171447754, 0.1446237862110138, 0.16481730341911316, -0.06956987082958221, 0.3329324424266815, -0.8678703308105469, 0.02271164022386074, 0.46127986907958984, 0.31002727150917053, 0.02405737340450287, 0.6725450754165649, -0.37334099411964417, 0.32212957739830017, 0.16940838098526, 0.126430481672287, 0.5187098383903503, 0.7937318682670593, -0.3449111878871918, -0.07924604415893555, -0.9975765347480774, -0.27332431077957153, 0.05422598868608475, 0.3064166009426117, 0.050417907536029816, -0.09032244980335236, 0.23988132178783417, -0.2580372393131256, 0.5714558959007263, 0.058129239827394485, 0.17126165330410004, -0.6502355337142944, 0.4169257581233978, 0.4544026255607605, 0.09334313869476318, 0.25359246134757996, -0.44964608550071716, -0.6048272252082825, 0.15370866656303406, -0.12288054078817368, -0.14790377020835876, -0.22902090847492218, -0.37934499979019165, 0.13721764087677002, 0.15252146124839783, 0.13374431431293488, -0.24918100237846375, 0.05944409221410751, -0.40187376737594604, 0.09814603626728058, -0.29597610235214233, -0.4379209578037262, 0.0941060334444046, -0.582593560218811, 0.17424452304840088, -0.33300265669822693, -0.6975228190422058, 0.022242117673158646, -0.05404258891940117, -0.47648781538009644, 0.7175405025482178, 0.2538734972476959, -0.5028809309005737, 0.27757561206817627, -0.29871368408203125, -0.25514259934425354, 0.22253403067588806, -0.35877132415771484, -0.19325777888298035]
30;garantias_conceitos_tipos;[0.26437145471572876, 0.07488375902175903, -0.08142391592264175, 0.07008372992277145, -0.23923926055431366, 0.3351168930530548, 0.08206252008676529, 0.2833523750305176, -0.3062862455844879, 0.0008683226187713444, -0.6048372387886047, 0.14663894474506378, 0.06807571649551392, 0.4886011779308319, -0.22040869295597076, -0.27978256344795227, 0.03193448856472969, -0.6071522831916809, -0.34613534808158875, 0.0599704347550869, 0.02702026627957821, 0.10135580599308014, 0.04233022779226303, 0.36768123507499695, 0.3867509067058563, 0.07653351128101349, -0.27866891026496887, 0.18192851543426514, -0.22637724876403809, -0.29677096009254456, -0.16325628757476807, -0.05020686611533165, 0.105466328561306, 0.10433641821146011, 0.12483565509319305, -0.0495455376803875, 0.23895974457263947, -0.6299334764480591, 0.016957098618149757, 0.3298891484737396, 0.217900350689888, 0.01813187263906002, 0.48340409994125366, -0.2684444785118103, 0.2296200543642044, 0.11789058893918991, 0.0923796072602272, 0.37762755155563354, 0.5811846852302551, -0.24749834835529327, -0.061658985912799835, -0.7228140234947205, -0.19866259396076202, 0.03636065125465393, 0.22273625433444977, 0.03162594139575958, -0.06407623738050461, 0.1717580109834671, -0.18523404002189636, 0.41652756929397583, 0.04291284456849098, 0.11915182322263718, -0.47227925062179565, 0.3014112412929535, 0.3381553292274475, 0.06298967450857162, 0.1874721199274063, -0.3278091251850128, -0.43382516503334045, 0.11371613293886185, -0.08908931910991669, -0.10923399776220322, -0.1649685651063919, -0.27363988757133484, 0.0972164049744606, 0.10992462188005447, 0.09938205778598785, -0.18087954819202423, 0.039353080093860626, -0.2955752909183502, 0.0715131089091301, -0.2155754268169403, -0.31900283694267273, 0.06977514922618866, -0.424287348985672, 0.13082455098628998, -0.23681458830833435, -0.503978431224823, 0.01794074848294258, -0.03643342852592468, -0.3426365256309509, 0.521777331829071, 0.18848320841789246, -0.3667742908000946, 0.19767211377620697, -0.21858720481395721, -0.17943337559700012, 0.1658407598733902, -0.2547195851802826, -0.14741358160972595]
31;garantias_conceitos_tipos;[0.3434128761291504, 0.1007533073425293, -0.10492193698883057, 0.08473727107048035, -0.31355419754981995, 0.44658833742141724, 0.10610482841730118, 0.36937564611434937, -0.408750057220459, -0.004011156968772411, -0.7942360639572144, 0.19851216673851013, 0.07972367852926254, 0.643699049949646, -0.2873454988002777, -0.3610374927520752, 0.04425767809152603, -0.7941175699234009, -0.4577447772026062, 0.0679408460855484, 0.03426728770136833, 0.1274847835302353, 0.05177032947540283, 0.4860941469669342, 0.511891782283783, 0.10060175508260727, -0.3744032382965088, 0.23668304085731506, -0.29678618907928467, -0.3855850398540497, -0.21846473217010498, -0.06904200464487076, 0.143059641122818, 0.1383644938468933, 0.16146793961524963, -0.06660853326320648, 0.3160732090473175, -0.8271322250366211, 0.020267413929104805, 0.4375676214694977, 0.29699841141700745, 0.02688961662352085, 0.6400201916694641, -0.35458049178123474, 0.3084876835346222, 0.16311432421207428, 0.12050855159759521, 0.4979645609855652, 0.7592997550964355, -0.3276178240776062, -0.07502318173646927, -0.9540107846260071, -0.26191577315330505, 0.05285295844078064, 0.2938053607940674, 0.04939054697751999, -0.08657176792621613, 0.2282753437757492, -0.24425439536571503, 0.5444520711898804, 0.054523665457963943, 0.16395078599452972, -0.6198935508728027, 0.39700019359588623, 0.43281182646751404, 0.08692211657762527, 0.2414625585079193, -0.4301089644432068, -0.5801774263381958, 0.1455393135547638, -0.11464373767375946, -0.14178024232387543, -0.21934989094734192, -0.3632028102874756, 0.1282423734664917, 0.14586380124092102, 0.1257137805223465, -0.24041852355003357, 0.05482851713895798, -0.38231542706489563, 0.09413816779851913, -0.2817998230457306, -0.4188050329685211, 0.0923798456788063, -0.5556567311286926, 0.16545751690864563, -0.32011842727661133, -0.6656143069267273, 0.022003445774316788, -0.05296487361192703, -0.4553062319755554, 0.6893512010574341, 0.2399912327528, -0.4806520938873291, 0.26622942090034485, -0.28700318932533264, -0.24014905095100403, 0.21402576565742493, -0.34334033727645874, -0.18435616791248322]
32;garantias_conceitos_tipos;[0.3207467794418335, 0.09339872747659683, -0.09879739582538605, 0.0762905552983284, -0.2907354235649109, 0.4130289554595947, 0.09456870704889297, 0.3443058431148529, -0.37927335500717163, -0.0007161807152442634, -0.734416127204895, 0.18396541476249695, 0.07618799805641174, 0.5966349840164185, -0.26853787899017334, -0.3336773216724396, 0.04157751426100731, -0.734516978263855, -0.4235260486602783, 0.06421739608049393, 0.03348632529377937, 0.11876589059829712, 0.05078084394335747, 0.44780606031417847, 0.47735118865966797, 0.09518958628177643, -0.3433143198490143, 0.21839208900928497, -0.2751837968826294, -0.35512876510620117, -0.20033049583435059, -0.0634254738688469, 0.13146698474884033, 0.12839075922966003, 0.147987961769104, -0.060911793261766434, 0.29419228434562683, -0.7667157053947449, 0.020244328305125237, 0.40742382407188416, 0.2742564380168915, 0.02502279542386532, 0.5953236222267151, -0.3304910659790039, 0.28782206773757935, 0.15034690499305725, 0.1123739629983902, 0.45930519700050354, 0.7041885852813721, -0.30491557717323303, -0.06754941493272781, -0.8846136927604675, -0.2421923577785492, 0.05047393590211868, 0.27181681990623474, 0.04375159740447998, -0.07884880900382996, 0.2119588553905487, -0.2298705130815506, 0.5084436535835266, 0.04835768789052963, 0.15193432569503784, -0.5751513242721558, 0.3690592646598816, 0.40167027711868286, 0.08116742968559265, 0.22578947246074677, -0.39764541387557983, -0.5358576774597168, 0.13587051630020142, -0.10648523271083832, -0.13211911916732788, -0.2021254599094391, -0.3372543454170227, 0.12122718244791031, 0.13542862236499786, 0.12003568559885025, -0.2211536169052124, 0.051295094192028046, -0.3553979992866516, 0.08686498552560806, -0.2620669901371002, -0.39040419459342957, 0.08418136835098267, -0.5169362425804138, 0.15440574288368225, -0.29625481367111206, -0.6155022978782654, 0.022041786462068558, -0.050760697573423386, -0.4183972477912903, 0.636970043182373, 0.2225160151720047, -0.44566774368286133, 0.243708997964859, -0.26616641879081726, -0.2235833704471588, 0.19902899861335754, -0.31705740094184875, -0.16654929518699646]
33;garantias_conceitos_tipos;[0.25413408875465393, 0.06953709572553635, -0.0718349888920784, 0.05852630361914635, -0.2237827330827713, 0.32838040590286255, 0.0800415650010109, 0.26601964235305786, -0.30189552903175354, 0.0010170354507863522, -0.5845511555671692, 0.1456049382686615, 0.061092887073755264, 0.4749907851219177, -0.21389004588127136, -0.26900815963745117, 0.03379911184310913, -0.5837399363517761, -0.3367522060871124, 0.05153367295861244, 0.02879478596150875, 0.09334798157215118, 0.03779786452651024, 0.357970654964447, 0.3763710558414459, 0.0791977271437645, -0.2732507586479187, 0.17567822337150574, -0.21798595786094666, -0.2845803201198578, -0.15853093564510345, -0.04629688337445259, 0.10148896276950836, 0.09979511797428131, 0.11881262809038162, -0.0485803559422493, 0.22971007227897644, -0.6087366938591003, 0.013820965774357319, 0.31571680307388306, 0.21378694474697113, 0.01705731637775898, 0.4727803170681, -0.25742676854133606, 0.22527803480625153, 0.11774538457393646, 0.08281480520963669, 0.36554116010665894, 0.5589490532875061, -0.2372293323278427, -0.05995168909430504, -0.6970905661582947, -0.18652109801769257, 0.037655413150787354, 0.2135520726442337, 0.03383373096585274, -0.06236075982451439, 0.1665557622909546, -0.17608819901943207, 0.3974624276161194, 0.04192862659692764, 0.11922243982553482, -0.4521115720272064, 0.28674206137657166, 0.322661817073822, 0.0621994212269783, 0.17419569194316864, -0.312395304441452, -0.4237634241580963, 0.11072663217782974, -0.08794228732585907, -0.10163252800703049, -0.15733645856380463, -0.26790058612823486, 0.09241323173046112, 0.11083123832941055, 0.09205038845539093, -0.17603178322315216, 0.04487347602844238, -0.2769344449043274, 0.0701460987329483, -0.20983758568763733, -0.30840444564819336, 0.07077272236347198, -0.4056132137775421, 0.12300823628902435, -0.2319844514131546, -0.48950305581092834, 0.019272813573479652, -0.03429635241627693, -0.3323270380496979, 0.5037431120872498, 0.17390449345111847, -0.3589255213737488, 0.193019300699234, -0.20740380883216858, -0.1762881577014923, 0.1563875824213028, -0.24905122816562653, -0.13042034208774567]
34;vicios_troca_garantia_pratica;[0.27900171279907227, 0.07341572642326355, -0.07846120744943619, 0.06666775792837143, -0.24618780612945557, 0.35092857480049133, 0.08118360489606857, 0.2904020845890045, -0.3204481303691864, 0.004424568731337786, -0.6277387738227844, 0.15608640015125275, 0.06438395380973816, 0.5099538564682007, -0.22779130935668945, -0.28563275933265686, 0.0337153784930706, -0.6232499480247498, -0.3579087555408478, 0.05175494775176048, 0.03303675726056099, 0.10706969350576401, 0.040511518716812134, 0.38182738423347473, 0.40189293026924133, 0.08089373260736465, -0.29439935088157654, 0.1907462477684021, -0.2372695654630661, -0.3022453188896179, -0.17000693082809448, -0.05271357297897339, 0.11171964555978775, 0.1079413890838623, 0.12449288368225098, -0.057979051023721695, 0.24555741250514984, -0.6509857177734375, 0.019161907956004143, 0.34440770745277405, 0.23062767088413239, 0.021670466288924217, 0.5078442692756653, -0.27537068724632263, 0.24336934089660645, 0.1274298131465912, 0.09015221148729324, 0.39183032512664795, 0.5985314249992371, -0.25454768538475037, -0.06161748245358467, -0.7543814182281494, -0.20755290985107422, 0.041892457753419876, 0.23144030570983887, 0.03324813395738602, -0.06393806636333466, 0.1784706711769104, -0.19184036552906036, 0.4287969172000885, 0.043799590319395065, 0.12540537118911743, -0.4853837490081787, 0.3097982704639435, 0.34297528862953186, 0.06574060767889023, 0.1891176551580429, -0.33821067214012146, -0.450695276260376, 0.11551639437675476, -0.0885525718331337, -0.11135978251695633, -0.16961783170700073, -0.2882564067840576, 0.10164961963891983, 0.11628951877355576, 0.10314252227544785, -0.18783946335315704, 0.04484031721949577, -0.29875946044921875, 0.07804489880800247, -0.22490936517715454, -0.33041641116142273, 0.07037202268838882, -0.44088998436927795, 0.1341065764427185, -0.24978764355182648, -0.5246070623397827, 0.01758625917136669, -0.04117438942193985, -0.35628315806388855, 0.5434731245040894, 0.1899653673171997, -0.37812379002571106, 0.2103564292192459, -0.2246202677488327, -0.1907908171415329, 0.17094218730926514, -0.268398255109787, -0.1420898288488388]
35;vicios_troca_garantia_pratica;[0.23037728667259216, 0.06454332172870636, -0.06925201416015625, 0.061280280351638794, -0.21372446417808533, 0.3004859387874603, 0.07262884825468063, 0.24639585614204407, -0.27483993768692017, -0.005186586640775204, -0.5352372527122498, 0.132136270403862, 0.058341171592473984, 0.4390485882759094, -0.19750910997390747, -0.24503552913665771, 0.032923709601163864, -0.5374568104743958, -0.3086341619491577, 0.05123478174209595, 0.025606803596019745, 0.0847112238407135, 0.033713728189468384, 0.32576870918273926, 0.3372381925582886, 0.07039911299943924, -0.24802455306053162, 0.16239772737026215, -0.2000555396080017, -0.2630937099456787, -0.1499769687652588, -0.045123204588890076, 0.09849908202886581, 0.0934097170829773, 0.11079642921686172, -0.04131506010890007, 0.21174106001853943, -0.5611108541488647, 0.012672561220824718, 0.2922603487968445, 0.1959720402956009, 0.019099822267889977, 0.4348134994506836, -0.23678649961948395, 0.20425871014595032, 0.10737398266792297, 0.083589106798172, 0.337198406457901, 0.5148293972015381, -0.22043490409851074, -0.0575777143239975, -0.6458175182342529, -0.17506176233291626, 0.03119080141186714, 0.2003268301486969, 0.028946708887815475, -0.05397753790020943, 0.15619519352912903, -0.16380545496940613, 0.3663444519042969, 0.03252309933304787, 0.1034577265381813, -0.41874802112579346, 0.2681359648704529, 0.29865238070487976, 0.05527274310588837, 0.1662019044160843, -0.28928500413894653, -0.3899305760860443, 0.1010994091629982, -0.0789523497223854, -0.09646274149417877, -0.14557026326656342, -0.24674533307552338, 0.08529305458068848, 0.09831587225198746, 0.08306106925010681, -0.15923456847667694, 0.040296461433172226, -0.2565312683582306, 0.06166520342230797, -0.191717728972435, -0.28490617871284485, 0.06060722470283508, -0.3773360550403595, 0.11374776065349579, -0.21204346418380737, -0.45536142587661743, 0.018399739637970924, -0.03570448234677315, -0.30800801515579224, 0.4658537209033966, 0.1615525633096695, -0.3308373987674713, 0.1768045276403427, -0.1915760040283203, -0.15940196812152863, 0.1463271975517273, -0.22678744792938232, -0.12425897270441055]
36;vicios_troca_garantia_pratica;[0.20076431334018707, 0.0562891960144043, -0.05828254669904709, 0.04641120135784149, -0.17640067636966705, 0.2612850069999695, 0.06443686783313751, 0.213871568441391, -0.23656733334064484, 0.0006418324774131179, -0.45014089345932007, 0.11934764683246613, 0.04410342127084732, 0.3761647939682007, -0.16616466641426086, -0.20140209794044495, 0.03268264979124069, -0.458254337310791, -0.25701647996902466, 0.04229268431663513, 0.021608322858810425, 0.07143901288509369, 0.02808886393904686, 0.2815546989440918, 0.29746127128601074, 0.06083854287862778, -0.20711025595664978, 0.13489553332328796, -0.16942448914051056, -0.2274029403924942, -0.12542372941970825, -0.03247902914881706, 0.08614491671323776, 0.07559898495674133, 0.08446639776229858, -0.04221294820308685, 0.18158280849456787, -0.47623562812805176, 0.01039477065205574, 0.24772018194198608, 0.16132235527038574, 0.010437862016260624, 0.36994391679763794, -0.2078491747379303, 0.16949716210365295, 0.08967258781194687, 0.06853757798671722, 0.28496497869491577, 0.43899446725845337, -0.1842590868473053, -0.03833812475204468, -0.5434240102767944, -0.1447087973356247, 0.026067696511745453, 0.1717527210712433, 0.02524440363049507, -0.050611160695552826, 0.12584525346755981, -0.13521194458007812, 0.30466675758361816, 0.02956427074968815, 0.09246523678302765, -0.36212557554244995, 0.22967158257961273, 0.24902117252349854, 0.05414951592683792, 0.1358756572008133, -0.23597119748592377, -0.33739542961120605, 0.08881813287734985, -0.06026715040206909, -0.07936340570449829, -0.12138425558805466, -0.2132258415222168, 0.07467968761920929, 0.08233703672885895, 0.06896919012069702, -0.13207441568374634, 0.03000389039516449, -0.2173001766204834, 0.04947568103671074, -0.16414977610111237, -0.24202382564544678, 0.05988416075706482, -0.32080769538879395, 0.0945957750082016, -0.18073460459709167, -0.38320204615592957, 0.01620405912399292, -0.02243693545460701, -0.25927734375, 0.3961704969406128, 0.1351100355386734, -0.28105270862579346, 0.1562138795852661, -0.16401174664497375, -0.13927887380123138, 0.12342381477355957, -0.19851389527320862, -0.10823513567447662]
